"Var1","Var2","count","points","diff","Var1_iso2","Var2_iso2","Var1_lat","Var1_long","Var2_lat","Var2_long","text"
"Armenia","Iceland",6,26,1,"AM","IS",40.0691,45.0382,64.9631,-19.0208,"Armenia->Iceland: 26 punts"
"Czech Republic","Iceland",7,36,-40,"CZ","IS",49.8175,15.473,64.9631,-19.0208,"Czech Republic->Iceland: 36 punts"
"Georgia","Iceland",5,13,-2,"GE","IS",42.3154,43.3569,64.9631,-19.0208,"Georgia->Iceland: 13 punts"
"Montenegro","Iceland",6,29,27,"ME","IS",42.708678,19.37439,64.9631,-19.0208,"Montenegro->Iceland: 29 punts"
"Serbia","Iceland",4,22,-16,"RS","IS",44.0165,21.0059,64.9631,-19.0208,"Serbia->Iceland: 22 punts"
"Azerbaijan","Iceland",2,7,-53,"AZ","IS",40.1431,47.5769,64.9631,-19.0208,"Azerbaijan->Iceland: 7 punts"
"San Marino","Iceland",9,48,36,"SM","IS",43.9424,12.4578,64.9631,-19.0208,"San Marino->Iceland: 48 punts"
"Australia","Iceland",5,42,-52,"AU","IS",-25,133,64.9631,-19.0208,"Australia->Iceland: 42 punts"
"Belgium","Bosnia & Herzegovina",7,26,4,"BE","BA",50.8333,4.469936,43.9159,17.6791,"Belgium->Bosnia & Herzegovina: 26 punts"
"Finland","Bosnia & Herzegovina",8,53,33,"FI","BA",61.92411,25.748151,43.9159,17.6791,"Finland->Bosnia & Herzegovina: 53 punts"
"France","Bosnia & Herzegovina",13,71,12,"FR","BA",46.2276,2.2137,43.9159,17.6791,"France->Bosnia & Herzegovina: 71 punts"
"Germany","Bosnia & Herzegovina",13,79,46,"DE","BA",51.165691,10.451526,43.9159,17.6791,"Germany->Bosnia & Herzegovina: 79 punts"
"Ireland","Bosnia & Herzegovina",7,24,-30,"IE","BA",53.1424,-7.6921,43.9159,17.6791,"Ireland->Bosnia & Herzegovina: 24 punts"
"Israel","Bosnia & Herzegovina",3,6,-28,"IL","BA",31.046051,34.851612,43.9159,17.6791,"Israel->Bosnia & Herzegovina: 6 punts"
"Italy","Bosnia & Herzegovina",3,11,-1,"IT","BA",41.87194,12.56738,43.9159,17.6791,"Italy->Bosnia & Herzegovina: 11 punts"
"Luxembourg","Bosnia & Herzegovina",0,0,0,"LU","BA",49.8153,6.1296,43.9159,17.6791,"Luxembourg->Bosnia & Herzegovina: 0 punts"
"Malta","Bosnia & Herzegovina",8,30,-38,"MT","BA",35.9375,14.3754,43.9159,17.6791,"Malta->Bosnia & Herzegovina: 30 punts"
"Monaco","Bosnia & Herzegovina",3,28,28,"MC","BA",43.7333,7.4167,43.9159,17.6791,"Monaco->Bosnia & Herzegovina: 28 punts"
"Norway","Bosnia & Herzegovina",11,92,48,"NO","BA",60.472,8.4689,43.9159,17.6791,"Norway->Bosnia & Herzegovina: 92 punts"
"Portugal","Bosnia & Herzegovina",4,20,8,"PT","BA",39.3999,-8.2245,43.9159,17.6791,"Portugal->Bosnia & Herzegovina: 20 punts"
"Spain","Bosnia & Herzegovina",4,12,-18,"ES","BA",40.463667,-3.74922,43.9159,17.6791,"Spain->Bosnia & Herzegovina: 12 punts"
"Sweden","Bosnia & Herzegovina",17,127,53,"SE","BA",60.128161,18.643501,43.9159,17.6791,"Sweden->Bosnia & Herzegovina: 127 punts"
"Switzerland","Bosnia & Herzegovina",12,84,76,"CH","BA",46.8182,8.2275,43.9159,17.6791,"Switzerland->Bosnia & Herzegovina: 84 punts"
"The Netherlands","Bosnia & Herzegovina",14,90,69,"NL","BA",52.1326,5.2913,43.9159,17.6791,"The Netherlands->Bosnia & Herzegovina: 90 punts"
"Turkey","Bosnia & Herzegovina",19,175,42,"TR","BA",38.9637,35.2433,43.9159,17.6791,"Turkey->Bosnia & Herzegovina: 175 punts"
"United Kingdom","Bosnia & Herzegovina",5,16,-17,"GB","BA",55.3781,-3.436,43.9159,17.6791,"United Kingdom->Bosnia & Herzegovina: 16 punts"
"Austria","Bosnia & Herzegovina",12,108,55,"AT","BA",47.5162,14.5501,43.9159,17.6791,"Austria->Bosnia & Herzegovina: 108 punts"
"Greece","Bosnia & Herzegovina",4,20,-43,"GR","BA",39.0742,21.8243,43.9159,17.6791,"Greece->Bosnia & Herzegovina: 20 punts"
"Denmark","Bosnia & Herzegovina",12,76,64,"DK","BA",56.2639,9.5018,43.9159,17.6791,"Denmark->Bosnia & Herzegovina: 76 punts"
"Morocco","Bosnia & Herzegovina",0,0,0,"MA","BA",31.7917,-7.0926,43.9159,17.6791,"Morocco->Bosnia & Herzegovina: 0 punts"
"Cyprus","Bosnia & Herzegovina",2,7,5,"CY","BA",35.1264,33.4299,43.9159,17.6791,"Cyprus->Bosnia & Herzegovina: 7 punts"
"Iceland","Bosnia & Herzegovina",5,18,9,"IS","BA",64.9631,-19.0208,43.9159,17.6791,"Iceland->Bosnia & Herzegovina: 18 punts"
"Croatia","Bosnia & Herzegovina",22,194,18,"HR","BA",45.1,15.2,43.9159,17.6791,"Croatia->Bosnia & Herzegovina: 194 punts"
"Slovenia","Bosnia & Herzegovina",17,151,41,"SI","BA",46.1512,14.9955,43.9159,17.6791,"Slovenia->Bosnia & Herzegovina: 151 punts"
"Estonia","Bosnia & Herzegovina",2,2,-17,"EE","BA",58.5953,25.0136,43.9159,17.6791,"Estonia->Bosnia & Herzegovina: 2 punts"
"Hungary","Bosnia & Herzegovina",1,1,-13,"HU","BA",47.1625,19.5033,43.9159,17.6791,"Hungary->Bosnia & Herzegovina: 1 punts"
"Lithuania","Bosnia & Herzegovina",2,7,3,"LT","BA",55.1694,23.8813,43.9159,17.6791,"Lithuania->Bosnia & Herzegovina: 7 punts"
"Poland","Bosnia & Herzegovina",4,20,-5,"PL","BA",51.9194,19.1451,43.9159,17.6791,"Poland->Bosnia & Herzegovina: 20 punts"
"Romania","Bosnia & Herzegovina",3,24,0,"RO","BA",45.9432,24.9668,43.9159,17.6791,"Romania->Bosnia & Herzegovina: 24 punts"
"Russia","Bosnia & Herzegovina",3,15,-42,"RU","BA",61.52401,105.318756,43.9159,17.6791,"Russia->Bosnia & Herzegovina: 15 punts"
"Slovakia","Bosnia & Herzegovina",6,41,30,"SK","BA",48.669,19.699,43.9159,17.6791,"Slovakia->Bosnia & Herzegovina: 41 punts"
"North Macedonia","Bosnia & Herzegovina",16,116,2,"MK","BA",41.6086,21.7453,43.9159,17.6791,"North Macedonia->Bosnia & Herzegovina: 116 punts"
"Latvia","Bosnia & Herzegovina",2,4,-1,"LV","BA",56.8796,24.6032,43.9159,17.6791,"Latvia->Bosnia & Herzegovina: 4 punts"
"Ukraine","Bosnia & Herzegovina",3,22,-32,"UA","BA",48.3794,31.1656,43.9159,17.6791,"Ukraine->Bosnia & Herzegovina: 22 punts"
"Albania","Bosnia & Herzegovina",9,75,32,"AL","BA",41.1533,20.1683,43.9159,17.6791,"Albania->Bosnia & Herzegovina: 75 punts"
"Andorra","Bosnia & Herzegovina",1,1,1,"AD","BA",42.5063,1.5218,43.9159,17.6791,"Andorra->Bosnia & Herzegovina: 1 punts"
"Belarus","Bosnia & Herzegovina",5,21,13,"BY","BA",53.7098,27.9534,43.9159,17.6791,"Belarus->Bosnia & Herzegovina: 21 punts"
"Bulgaria","Bosnia & Herzegovina",6,31,13,"BG","BA",42.7339,25.4858,43.9159,17.6791,"Bulgaria->Bosnia & Herzegovina: 31 punts"
"Moldova","Bosnia & Herzegovina",5,21,11,"MD","BA",47.4116,28.3699,43.9159,17.6791,"Moldova->Bosnia & Herzegovina: 21 punts"
"Armenia","Bosnia & Herzegovina",6,19,-6,"AM","BA",40.0691,45.0382,43.9159,17.6791,"Armenia->Bosnia & Herzegovina: 19 punts"
"Czech Republic","Bosnia & Herzegovina",5,22,0,"CZ","BA",49.8175,15.473,43.9159,17.6791,"Czech Republic->Bosnia & Herzegovina: 22 punts"
"Georgia","Bosnia & Herzegovina",1,2,-3,"GE","BA",42.3154,43.3569,43.9159,17.6791,"Georgia->Bosnia & Herzegovina: 2 punts"
"Montenegro","Bosnia & Herzegovina",8,77,39,"ME","BA",42.708678,19.37439,43.9159,17.6791,"Montenegro->Bosnia & Herzegovina: 77 punts"
"Serbia","Bosnia & Herzegovina",8,78,-32,"RS","BA",44.0165,21.0059,43.9159,17.6791,"Serbia->Bosnia & Herzegovina: 78 punts"
"Azerbaijan","Bosnia & Herzegovina",5,24,-29,"AZ","BA",40.1431,47.5769,43.9159,17.6791,"Azerbaijan->Bosnia & Herzegovina: 24 punts"
"San Marino","Bosnia & Herzegovina",2,6,-4,"SM","BA",43.9424,12.4578,43.9159,17.6791,"San Marino->Bosnia & Herzegovina: 6 punts"
"Australia","Bosnia & Herzegovina",0,0,-13,"AU","BA",-25,133,43.9159,17.6791,"Australia->Bosnia & Herzegovina: 0 punts"
"Belgium","Croatia",5,19,4,"BE","HR",50.8333,4.469936,45.1,15.2,"Belgium->Croatia: 19 punts"
"Finland","Croatia",8,21,-2,"FI","HR",61.92411,25.748151,45.1,15.2,"Finland->Croatia: 21 punts"
"France","Croatia",7,34,-14,"FR","HR",46.2276,2.2137,45.1,15.2,"France->Croatia: 34 punts"
"Germany","Croatia",19,83,48,"DE","HR",51.165691,10.451526,45.1,15.2,"Germany->Croatia: 83 punts"
"Ireland","Croatia",10,37,-33,"IE","HR",53.1424,-7.6921,45.1,15.2,"Ireland->Croatia: 37 punts"
"Israel","Croatia",6,36,-21,"IL","HR",31.046051,34.851612,45.1,15.2,"Israel->Croatia: 36 punts"
"Italy","Croatia",1,6,-58,"IT","HR",41.87194,12.56738,45.1,15.2,"Italy->Croatia: 6 punts"
"Luxembourg","Croatia",0,0,0,"LU","HR",49.8153,6.1296,45.1,15.2,"Luxembourg->Croatia: 0 punts"
"Malta","Croatia",12,92,-21,"MT","HR",35.9375,14.3754,45.1,15.2,"Malta->Croatia: 92 punts"
"Monaco","Croatia",3,16,16,"MC","HR",43.7333,7.4167,45.1,15.2,"Monaco->Croatia: 16 punts"
"Norway","Croatia",9,33,-40,"NO","HR",60.472,8.4689,45.1,15.2,"Norway->Croatia: 33 punts"
"Portugal","Croatia",10,41,0,"PT","HR",39.3999,-8.2245,45.1,15.2,"Portugal->Croatia: 41 punts"
"Spain","Croatia",7,35,-1,"ES","HR",40.463667,-3.74922,45.1,15.2,"Spain->Croatia: 35 punts"
"Sweden","Croatia",10,27,-32,"SE","HR",60.128161,18.643501,45.1,15.2,"Sweden->Croatia: 27 punts"
"Switzerland","Croatia",18,101,45,"CH","HR",46.8182,8.2275,45.1,15.2,"Switzerland->Croatia: 101 punts"
"The Netherlands","Croatia",13,54,-22,"NL","HR",52.1326,5.2913,45.1,15.2,"The Netherlands->Croatia: 54 punts"
"Turkey","Croatia",9,55,-1,"TR","HR",38.9637,35.2433,45.1,15.2,"Turkey->Croatia: 55 punts"
"United Kingdom","Croatia",8,34,-32,"GB","HR",55.3781,-3.436,45.1,15.2,"United Kingdom->Croatia: 34 punts"
"Austria","Croatia",19,117,73,"AT","HR",47.5162,14.5501,45.1,15.2,"Austria->Croatia: 117 punts"
"Greece","Croatia",10,40,-32,"GR","HR",39.0742,21.8243,45.1,15.2,"Greece->Croatia: 40 punts"
"Denmark","Croatia",3,10,-55,"DK","HR",56.2639,9.5018,45.1,15.2,"Denmark->Croatia: 10 punts"
"Morocco","Croatia",0,0,0,"MA","HR",31.7917,-7.0926,45.1,15.2,"Morocco->Croatia: 0 punts"
"Cyprus","Croatia",13,54,-33,"CY","HR",35.1264,33.4299,45.1,15.2,"Cyprus->Croatia: 54 punts"
"Iceland","Croatia",10,44,26,"IS","HR",64.9631,-19.0208,45.1,15.2,"Iceland->Croatia: 44 punts"
"Bosnia & Herzegovina","Croatia",20,176,-18,"BA","HR",43.9159,17.6791,45.1,15.2,"Bosnia & Herzegovina->Croatia: 176 punts"
"Slovenia","Croatia",21,184,49,"SI","HR",46.1512,14.9955,45.1,15.2,"Slovenia->Croatia: 184 punts"
"Estonia","Croatia",8,27,-3,"EE","HR",58.5953,25.0136,45.1,15.2,"Estonia->Croatia: 27 punts"
"Hungary","Croatia",7,44,-68,"HU","HR",47.1625,19.5033,45.1,15.2,"Hungary->Croatia: 44 punts"
"Lithuania","Croatia",7,27,-13,"LT","HR",55.1694,23.8813,45.1,15.2,"Lithuania->Croatia: 27 punts"
"Poland","Croatia",7,24,10,"PL","HR",51.9194,19.1451,45.1,15.2,"Poland->Croatia: 24 punts"
"Romania","Croatia",8,38,11,"RO","HR",45.9432,24.9668,45.1,15.2,"Romania->Croatia: 38 punts"
"Russia","Croatia",10,33,-80,"RU","HR",61.52401,105.318756,45.1,15.2,"Russia->Croatia: 33 punts"
"Slovakia","Croatia",3,27,19,"SK","HR",48.669,19.699,45.1,15.2,"Slovakia->Croatia: 27 punts"
"North Macedonia","Croatia",20,152,-5,"MK","HR",41.6086,21.7453,45.1,15.2,"North Macedonia->Croatia: 152 punts"
"Latvia","Croatia",6,25,-6,"LV","HR",56.8796,24.6032,45.1,15.2,"Latvia->Croatia: 25 punts"
"Ukraine","Croatia",12,61,-21,"UA","HR",48.3794,31.1656,45.1,15.2,"Ukraine->Croatia: 61 punts"
"Albania","Croatia",9,38,-62,"AL","HR",41.1533,20.1683,45.1,15.2,"Albania->Croatia: 38 punts"
"Andorra","Croatia",0,0,-2,"AD","HR",42.5063,1.5218,45.1,15.2,"Andorra->Croatia: 0 punts"
"Belarus","Croatia",8,36,19,"BY","HR",53.7098,27.9534,45.1,15.2,"Belarus->Croatia: 36 punts"
"Bulgaria","Croatia",8,36,-24,"BG","HR",42.7339,25.4858,45.1,15.2,"Bulgaria->Croatia: 36 punts"
"Moldova","Croatia",6,19,-10,"MD","HR",47.4116,28.3699,45.1,15.2,"Moldova->Croatia: 19 punts"
"Armenia","Croatia",6,17,4,"AM","HR",40.0691,45.0382,45.1,15.2,"Armenia->Croatia: 17 punts"
"Czech Republic","Croatia",4,19,-45,"CZ","HR",49.8175,15.473,45.1,15.2,"Czech Republic->Croatia: 19 punts"
"Georgia","Croatia",3,11,-5,"GE","HR",42.3154,43.3569,45.1,15.2,"Georgia->Croatia: 11 punts"
"Montenegro","Croatia",9,60,43,"ME","HR",42.708678,19.37439,45.1,15.2,"Montenegro->Croatia: 60 punts"
"Serbia","Croatia",12,89,-67,"RS","HR",44.0165,21.0059,45.1,15.2,"Serbia->Croatia: 89 punts"
"Azerbaijan","Croatia",6,17,-56,"AZ","HR",40.1431,47.5769,45.1,15.2,"Azerbaijan->Croatia: 17 punts"
"San Marino","Croatia",5,18,15,"SM","HR",43.9424,12.4578,45.1,15.2,"San Marino->Croatia: 18 punts"
"Australia","Croatia",2,2,-21,"AU","HR",-25,133,45.1,15.2,"Australia->Croatia: 2 punts"
"Belgium","Slovenia",6,22,-59,"BE","SI",50.8333,4.469936,46.1512,14.9955,"Belgium->Slovenia: 22 punts"
"Finland","Slovenia",11,37,6,"FI","SI",61.92411,25.748151,46.1512,14.9955,"Finland->Slovenia: 37 punts"
"France","Slovenia",10,31,-7,"FR","SI",46.2276,2.2137,46.1512,14.9955,"France->Slovenia: 31 punts"
"Germany","Slovenia",9,31,-11,"DE","SI",51.165691,10.451526,46.1512,14.9955,"Germany->Slovenia: 31 punts"
"Ireland","Slovenia",7,39,-5,"IE","SI",53.1424,-7.6921,46.1512,14.9955,"Ireland->Slovenia: 39 punts"
"Israel","Slovenia",12,45,-3,"IL","SI",31.046051,34.851612,46.1512,14.9955,"Israel->Slovenia: 45 punts"
"Italy","Slovenia",6,27,-46,"IT","SI",41.87194,12.56738,46.1512,14.9955,"Italy->Slovenia: 27 punts"
"Luxembourg","Slovenia",0,0,-1,"LU","SI",49.8153,6.1296,46.1512,14.9955,"Luxembourg->Slovenia: 0 punts"
"Malta","Slovenia",8,29,-3,"MT","SI",35.9375,14.3754,46.1512,14.9955,"Malta->Slovenia: 29 punts"
"Monaco","Slovenia",2,7,7,"MC","SI",43.7333,7.4167,46.1512,14.9955,"Monaco->Slovenia: 7 punts"
"Norway","Slovenia",7,28,-90,"NO","SI",60.472,8.4689,46.1512,14.9955,"Norway->Slovenia: 28 punts"
"Portugal","Slovenia",11,49,1,"PT","SI",39.3999,-8.2245,46.1512,14.9955,"Portugal->Slovenia: 49 punts"
"Spain","Slovenia",10,34,14,"ES","SI",40.463667,-3.74922,46.1512,14.9955,"Spain->Slovenia: 34 punts"
"Sweden","Slovenia",7,30,-150,"SE","SI",60.128161,18.643501,46.1512,14.9955,"Sweden->Slovenia: 30 punts"
"Switzerland","Slovenia",3,12,-39,"CH","SI",46.8182,8.2275,46.1512,14.9955,"Switzerland->Slovenia: 12 punts"
"The Netherlands","Slovenia",8,38,-42,"NL","SI",52.1326,5.2913,46.1512,14.9955,"The Netherlands->Slovenia: 38 punts"
"Turkey","Slovenia",4,18,0,"TR","SI",38.9637,35.2433,46.1512,14.9955,"Turkey->Slovenia: 18 punts"
"United Kingdom","Slovenia",3,18,-30,"GB","SI",55.3781,-3.436,46.1512,14.9955,"United Kingdom->Slovenia: 18 punts"
"Austria","Slovenia",9,35,-40,"AT","SI",47.5162,14.5501,46.1512,14.9955,"Austria->Slovenia: 35 punts"
"Greece","Slovenia",7,27,-30,"GR","SI",39.0742,21.8243,46.1512,14.9955,"Greece->Slovenia: 27 punts"
"Denmark","Slovenia",4,22,-100,"DK","SI",56.2639,9.5018,46.1512,14.9955,"Denmark->Slovenia: 22 punts"
"Morocco","Slovenia",0,0,0,"MA","SI",31.7917,-7.0926,46.1512,14.9955,"Morocco->Slovenia: 0 punts"
"Cyprus","Slovenia",6,26,-23,"CY","SI",35.1264,33.4299,46.1512,14.9955,"Cyprus->Slovenia: 26 punts"
"Iceland","Slovenia",9,30,-19,"IS","SI",64.9631,-19.0208,46.1512,14.9955,"Iceland->Slovenia: 30 punts"
"Bosnia & Herzegovina","Slovenia",17,110,-41,"BA","SI",43.9159,17.6791,46.1512,14.9955,"Bosnia & Herzegovina->Slovenia: 110 punts"
"Croatia","Slovenia",20,135,-49,"HR","SI",45.1,15.2,46.1512,14.9955,"Croatia->Slovenia: 135 punts"
"Estonia","Slovenia",6,30,-28,"EE","SI",58.5953,25.0136,46.1512,14.9955,"Estonia->Slovenia: 30 punts"
"Hungary","Slovenia",8,41,-1,"HU","SI",47.1625,19.5033,46.1512,14.9955,"Hungary->Slovenia: 41 punts"
"Lithuania","Slovenia",8,34,15,"LT","SI",55.1694,23.8813,46.1512,14.9955,"Lithuania->Slovenia: 34 punts"
"Poland","Slovenia",17,83,42,"PL","SI",51.9194,19.1451,46.1512,14.9955,"Poland->Slovenia: 83 punts"
"Romania","Slovenia",8,35,-3,"RO","SI",45.9432,24.9668,46.1512,14.9955,"Romania->Slovenia: 35 punts"
"Russia","Slovenia",10,50,-42,"RU","SI",61.52401,105.318756,46.1512,14.9955,"Russia->Slovenia: 50 punts"
"Slovakia","Slovenia",2,9,6,"SK","SI",48.669,19.699,46.1512,14.9955,"Slovakia->Slovenia: 9 punts"
"North Macedonia","Slovenia",16,73,-47,"MK","SI",41.6086,21.7453,46.1512,14.9955,"North Macedonia->Slovenia: 73 punts"
"Latvia","Slovenia",10,37,-26,"LV","SI",56.8796,24.6032,46.1512,14.9955,"Latvia->Slovenia: 37 punts"
"Ukraine","Slovenia",7,32,-57,"UA","SI",48.3794,31.1656,46.1512,14.9955,"Ukraine->Slovenia: 32 punts"
"Albania","Slovenia",5,24,-11,"AL","SI",41.1533,20.1683,46.1512,14.9955,"Albania->Slovenia: 24 punts"
"Andorra","Slovenia",1,8,3,"AD","SI",42.5063,1.5218,46.1512,14.9955,"Andorra->Slovenia: 8 punts"
"Belarus","Slovenia",7,31,9,"BY","SI",53.7098,27.9534,46.1512,14.9955,"Belarus->Slovenia: 31 punts"
"Bulgaria","Slovenia",3,14,-38,"BG","SI",42.7339,25.4858,46.1512,14.9955,"Bulgaria->Slovenia: 14 punts"
"Moldova","Slovenia",4,15,-37,"MD","SI",47.4116,28.3699,46.1512,14.9955,"Moldova->Slovenia: 15 punts"
"Armenia","Slovenia",2,6,-12,"AM","SI",40.0691,45.0382,46.1512,14.9955,"Armenia->Slovenia: 6 punts"
"Czech Republic","Slovenia",7,42,-11,"CZ","SI",49.8175,15.473,46.1512,14.9955,"Czech Republic->Slovenia: 42 punts"
"Georgia","Slovenia",6,25,9,"GE","SI",42.3154,43.3569,46.1512,14.9955,"Georgia->Slovenia: 25 punts"
"Montenegro","Slovenia",14,91,28,"ME","SI",42.708678,19.37439,46.1512,14.9955,"Montenegro->Slovenia: 91 punts"
"Serbia","Slovenia",14,97,-88,"RS","SI",44.0165,21.0059,46.1512,14.9955,"Serbia->Slovenia: 97 punts"
"Azerbaijan","Slovenia",4,20,-23,"AZ","SI",40.1431,47.5769,46.1512,14.9955,"Azerbaijan->Slovenia: 20 punts"
"San Marino","Slovenia",7,21,18,"SM","SI",43.9424,12.4578,46.1512,14.9955,"San Marino->Slovenia: 21 punts"
"Australia","Slovenia",5,19,-37,"AU","SI",-25,133,46.1512,14.9955,"Australia->Slovenia: 19 punts"
"Belgium","Estonia",11,50,-43,"BE","EE",50.8333,4.469936,58.5953,25.0136,"Belgium->Estonia: 50 punts"
"Finland","Estonia",23,204,36,"FI","EE",61.92411,25.748151,58.5953,25.0136,"Finland->Estonia: 204 punts"
"France","Estonia",14,76,26,"FR","EE",46.2276,2.2137,58.5953,25.0136,"France->Estonia: 76 punts"
"Germany","Estonia",11,51,3,"DE","EE",51.165691,10.451526,58.5953,25.0136,"Germany->Estonia: 51 punts"
"Ireland","Estonia",22,121,25,"IE","EE",53.1424,-7.6921,58.5953,25.0136,"Ireland->Estonia: 121 punts"
"Israel","Estonia",14,84,59,"IL","EE",31.046051,34.851612,58.5953,25.0136,"Israel->Estonia: 84 punts"
"Italy","Estonia",6,34,6,"IT","EE",41.87194,12.56738,58.5953,25.0136,"Italy->Estonia: 34 punts"
"Luxembourg","Estonia",0,0,0,"LU","EE",49.8153,6.1296,58.5953,25.0136,"Luxembourg->Estonia: 0 punts"
"Malta","Estonia",8,38,-32,"MT","EE",35.9375,14.3754,58.5953,25.0136,"Malta->Estonia: 38 punts"
"Monaco","Estonia",1,5,3,"MC","EE",43.7333,7.4167,58.5953,25.0136,"Monaco->Estonia: 5 punts"
"Norway","Estonia",12,63,-89,"NO","EE",60.472,8.4689,58.5953,25.0136,"Norway->Estonia: 63 punts"
"Portugal","Estonia",13,93,64,"PT","EE",39.3999,-8.2245,58.5953,25.0136,"Portugal->Estonia: 93 punts"
"Spain","Estonia",16,62,49,"ES","EE",40.463667,-3.74922,58.5953,25.0136,"Spain->Estonia: 62 punts"
"Sweden","Estonia",17,119,-100,"SE","EE",60.128161,18.643501,58.5953,25.0136,"Sweden->Estonia: 119 punts"
"Switzerland","Estonia",4,24,-21,"CH","EE",46.8182,8.2275,58.5953,25.0136,"Switzerland->Estonia: 24 punts"
"The Netherlands","Estonia",12,69,-50,"NL","EE",52.1326,5.2913,58.5953,25.0136,"The Netherlands->Estonia: 69 punts"
"Turkey","Estonia",3,22,8,"TR","EE",38.9637,35.2433,58.5953,25.0136,"Turkey->Estonia: 22 punts"
"United Kingdom","Estonia",14,81,28,"GB","EE",55.3781,-3.436,58.5953,25.0136,"United Kingdom->Estonia: 81 punts"
"Austria","Estonia",14,55,-32,"AT","EE",47.5162,14.5501,58.5953,25.0136,"Austria->Estonia: 55 punts"
"Greece","Estonia",11,56,23,"GR","EE",39.0742,21.8243,58.5953,25.0136,"Greece->Estonia: 56 punts"
"Denmark","Estonia",19,86,-50,"DK","EE",56.2639,9.5018,58.5953,25.0136,"Denmark->Estonia: 86 punts"
"Morocco","Estonia",0,0,0,"MA","EE",31.7917,-7.0926,58.5953,25.0136,"Morocco->Estonia: 0 punts"
"Cyprus","Estonia",11,47,-34,"CY","EE",35.1264,33.4299,58.5953,25.0136,"Cyprus->Estonia: 47 punts"
"Iceland","Estonia",18,103,12,"IS","EE",64.9631,-19.0208,58.5953,25.0136,"Iceland->Estonia: 103 punts"
"Bosnia & Herzegovina","Estonia",5,19,17,"BA","EE",43.9159,17.6791,58.5953,25.0136,"Bosnia & Herzegovina->Estonia: 19 punts"
"Croatia","Estonia",7,30,3,"HR","EE",45.1,15.2,58.5953,25.0136,"Croatia->Estonia: 30 punts"
"Slovenia","Estonia",13,58,28,"SI","EE",46.1512,14.9955,58.5953,25.0136,"Slovenia->Estonia: 58 punts"
"Hungary","Estonia",10,55,-52,"HU","EE",47.1625,19.5033,58.5953,25.0136,"Hungary->Estonia: 55 punts"
"Lithuania","Estonia",19,141,35,"LT","EE",55.1694,23.8813,58.5953,25.0136,"Lithuania->Estonia: 141 punts"
"Poland","Estonia",10,67,38,"PL","EE",51.9194,19.1451,58.5953,25.0136,"Poland->Estonia: 67 punts"
"Romania","Estonia",6,17,-16,"RO","EE",45.9432,24.9668,58.5953,25.0136,"Romania->Estonia: 17 punts"
"Russia","Estonia",12,64,-181,"RU","EE",61.52401,105.318756,58.5953,25.0136,"Russia->Estonia: 64 punts"
"Slovakia","Estonia",5,48,42,"SK","EE",48.669,19.699,58.5953,25.0136,"Slovakia->Estonia: 48 punts"
"North Macedonia","Estonia",7,32,30,"MK","EE",41.6086,21.7453,58.5953,25.0136,"North Macedonia->Estonia: 32 punts"
"Latvia","Estonia",20,190,59,"LV","EE",56.8796,24.6032,58.5953,25.0136,"Latvia->Estonia: 190 punts"
"Ukraine","Estonia",11,41,-72,"UA","EE",48.3794,31.1656,58.5953,25.0136,"Ukraine->Estonia: 41 punts"
"Albania","Estonia",5,16,13,"AL","EE",41.1533,20.1683,58.5953,25.0136,"Albania->Estonia: 16 punts"
"Andorra","Estonia",0,0,-8,"AD","EE",42.5063,1.5218,58.5953,25.0136,"Andorra->Estonia: 0 punts"
"Belarus","Estonia",13,64,14,"BY","EE",53.7098,27.9534,58.5953,25.0136,"Belarus->Estonia: 64 punts"
"Bulgaria","Estonia",5,15,-41,"BG","EE",42.7339,25.4858,58.5953,25.0136,"Bulgaria->Estonia: 15 punts"
"Moldova","Estonia",13,51,30,"MD","EE",47.4116,28.3699,58.5953,25.0136,"Moldova->Estonia: 51 punts"
"Armenia","Estonia",5,24,9,"AM","EE",40.0691,45.0382,58.5953,25.0136,"Armenia->Estonia: 24 punts"
"Czech Republic","Estonia",5,20,-27,"CZ","EE",49.8175,15.473,58.5953,25.0136,"Czech Republic->Estonia: 20 punts"
"Georgia","Estonia",8,46,4,"GE","EE",42.3154,43.3569,58.5953,25.0136,"Georgia->Estonia: 46 punts"
"Montenegro","Estonia",3,8,8,"ME","EE",42.708678,19.37439,58.5953,25.0136,"Montenegro->Estonia: 8 punts"
"Serbia","Estonia",7,21,8,"RS","EE",44.0165,21.0059,58.5953,25.0136,"Serbia->Estonia: 21 punts"
"Azerbaijan","Estonia",9,26,-23,"AZ","EE",40.1431,47.5769,58.5953,25.0136,"Azerbaijan->Estonia: 26 punts"
"San Marino","Estonia",2,13,-7,"SM","EE",43.9424,12.4578,58.5953,25.0136,"San Marino->Estonia: 13 punts"
"Australia","Estonia",4,23,-11,"AU","EE",-25,133,58.5953,25.0136,"Australia->Estonia: 23 punts"
"Belgium","Hungary",10,52,15,"BE","HU",50.8333,4.469936,47.1625,19.5033,"Belgium->Hungary: 52 punts"
"Finland","Hungary",16,114,78,"FI","HU",61.92411,25.748151,47.1625,19.5033,"Finland->Hungary: 114 punts"
"France","Hungary",16,68,53,"FR","HU",46.2276,2.2137,47.1625,19.5033,"France->Hungary: 68 punts"
"Germany","Hungary",11,67,43,"DE","HU",51.165691,10.451526,47.1625,19.5033,"Germany->Hungary: 67 punts"
"Ireland","Hungary",7,37,-11,"IE","HU",53.1424,-7.6921,47.1625,19.5033,"Ireland->Hungary: 37 punts"
