"Var1","Var2","count","points","diff","Var1_iso2","Var2_iso2","Var1_lat","Var1_long","Var2_lat","Var2_long","text"
"Finland","Belgium",20,126,80,"FI","BE",61.92411,25.748151,50.8333,4.469936,"Finland->Belgium: 126 punts"
"France","Belgium",24,165,9,"FR","BE",46.2276,2.2137,50.8333,4.469936,"France->Belgium: 165 punts"
"Germany","Belgium",19,114,-27,"DE","BE",51.165691,10.451526,50.8333,4.469936,"Germany->Belgium: 114 punts"
"Ireland","Belgium",21,148,-30,"IE","BE",53.1424,-7.6921,50.8333,4.469936,"Ireland->Belgium: 148 punts"
"Israel","Belgium",20,92,-64,"IL","BE",31.046051,34.851612,50.8333,4.469936,"Israel->Belgium: 92 punts"
"Italy","Belgium",13,64,-29,"IT","BE",41.87194,12.56738,50.8333,4.469936,"Italy->Belgium: 64 punts"
"Luxembourg","Belgium",8,48,-5,"LU","BE",49.8153,6.1296,50.8333,4.469936,"Luxembourg->Belgium: 48 punts"
"Malta","Belgium",5,37,-16,"MT","BE",35.9375,14.3754,50.8333,4.469936,"Malta->Belgium: 37 punts"
"Monaco","Belgium",3,26,10,"MC","BE",43.7333,7.4167,50.8333,4.469936,"Monaco->Belgium: 26 punts"
"Norway","Belgium",19,94,-39,"NO","BE",60.472,8.4689,50.8333,4.469936,"Norway->Belgium: 94 punts"
"Portugal","Belgium",22,160,49,"PT","BE",39.3999,-8.2245,50.8333,4.469936,"Portugal->Belgium: 160 punts"
"Spain","Belgium",24,138,10,"ES","BE",40.463667,-3.74922,50.8333,4.469936,"Spain->Belgium: 138 punts"
"Sweden","Belgium",18,94,-106,"SE","BE",60.128161,18.643501,50.8333,4.469936,"Sweden->Belgium: 94 punts"
"Switzerland","Belgium",13,83,-36,"CH","BE",46.8182,8.2275,50.8333,4.469936,"Switzerland->Belgium: 83 punts"
"The Netherlands","Belgium",29,210,-39,"NL","BE",52.1326,5.2913,50.8333,4.469936,"The Netherlands->Belgium: 210 punts"
"Turkey","Belgium",10,63,-77,"TR","BE",38.9637,35.2433,50.8333,4.469936,"Turkey->Belgium: 63 punts"
"United Kingdom","Belgium",24,120,-29,"GB","BE",55.3781,-3.436,50.8333,4.469936,"United Kingdom->Belgium: 120 punts"
"Austria","Belgium",20,77,-54,"AT","BE",47.5162,14.5501,50.8333,4.469936,"Austria->Belgium: 77 punts"
"Greece","Belgium",14,82,-75,"GR","BE",39.0742,21.8243,50.8333,4.469936,"Greece->Belgium: 82 punts"
"Denmark","Belgium",17,120,5,"DK","BE",56.2639,9.5018,50.8333,4.469936,"Denmark->Belgium: 120 punts"
"Morocco","Belgium",0,0,0,"MA","BE",31.7917,-7.0926,50.8333,4.469936,"Morocco->Belgium: 0 punts"
"Cyprus","Belgium",16,73,-23,"CY","BE",35.1264,33.4299,50.8333,4.469936,"Cyprus->Belgium: 73 punts"
"Iceland","Belgium",16,82,-16,"IS","BE",64.9631,-19.0208,50.8333,4.469936,"Iceland->Belgium: 82 punts"
"Bosnia & Herzegovina","Belgium",3,22,-4,"BA","BE",43.9159,17.6791,50.8333,4.469936,"Bosnia & Herzegovina->Belgium: 22 punts"
"Croatia","Belgium",5,15,-4,"HR","BE",45.1,15.2,50.8333,4.469936,"Croatia->Belgium: 15 punts"
"Slovenia","Belgium",15,81,59,"SI","BE",46.1512,14.9955,50.8333,4.469936,"Slovenia->Belgium: 81 punts"
"Estonia","Belgium",18,93,43,"EE","BE",58.5953,25.0136,50.8333,4.469936,"Estonia->Belgium: 93 punts"
"Hungary","Belgium",5,37,-15,"HU","BE",47.1625,19.5033,50.8333,4.469936,"Hungary->Belgium: 37 punts"
"Lithuania","Belgium",12,64,32,"LT","BE",55.1694,23.8813,50.8333,4.469936,"Lithuania->Belgium: 64 punts"
"Poland","Belgium",15,106,44,"PL","BE",51.9194,19.1451,50.8333,4.469936,"Poland->Belgium: 106 punts"
"Romania","Belgium",7,40,-35,"RO","BE",45.9432,24.9668,50.8333,4.469936,"Romania->Belgium: 40 punts"
"Russia","Belgium",9,63,-24,"RU","BE",61.52401,105.318756,50.8333,4.469936,"Russia->Belgium: 63 punts"
"Slovakia","Belgium",3,27,23,"SK","BE",48.669,19.699,50.8333,4.469936,"Slovakia->Belgium: 27 punts"
"North Macedonia","Belgium",10,39,39,"MK","BE",41.6086,21.7453,50.8333,4.469936,"North Macedonia->Belgium: 39 punts"
"Latvia","Belgium",12,78,30,"LV","BE",56.8796,24.6032,50.8333,4.469936,"Latvia->Belgium: 78 punts"
"Ukraine","Belgium",7,41,-17,"UA","BE",48.3794,31.1656,50.8333,4.469936,"Ukraine->Belgium: 41 punts"
"Albania","Belgium",10,42,-21,"AL","BE",41.1533,20.1683,50.8333,4.469936,"Albania->Belgium: 42 punts"
"Andorra","Belgium",2,8,8,"AD","BE",42.5063,1.5218,50.8333,4.469936,"Andorra->Belgium: 8 punts"
"Belarus","Belgium",9,53,49,"BY","BE",53.7098,27.9534,50.8333,4.469936,"Belarus->Belgium: 53 punts"
"Bulgaria","Belgium",6,52,1,"BG","BE",42.7339,25.4858,50.8333,4.469936,"Bulgaria->Belgium: 52 punts"
"Moldova","Belgium",8,39,1,"MD","BE",47.4116,28.3699,50.8333,4.469936,"Moldova->Belgium: 39 punts"
"Armenia","Belgium",9,36,-90,"AM","BE",40.0691,45.0382,50.8333,4.469936,"Armenia->Belgium: 36 punts"
"Czech Republic","Belgium",7,34,-18,"CZ","BE",49.8175,15.473,50.8333,4.469936,"Czech Republic->Belgium: 34 punts"
"Georgia","Belgium",8,53,21,"GE","BE",42.3154,43.3569,50.8333,4.469936,"Georgia->Belgium: 53 punts"
"Montenegro","Belgium",6,18,18,"ME","BE",42.708678,19.37439,50.8333,4.469936,"Montenegro->Belgium: 18 punts"
"Serbia","Belgium",8,44,18,"RS","BE",44.0165,21.0059,50.8333,4.469936,"Serbia->Belgium: 44 punts"
"Azerbaijan","Belgium",4,17,-20,"AZ","BE",40.1431,47.5769,50.8333,4.469936,"Azerbaijan->Belgium: 17 punts"
"San Marino","Belgium",6,26,24,"SM","BE",43.9424,12.4578,50.8333,4.469936,"San Marino->Belgium: 26 punts"
"Australia","Belgium",8,70,-19,"AU","BE",-25,133,50.8333,4.469936,"Australia->Belgium: 70 punts"
"Belgium","Finland",11,46,-80,"BE","FI",50.8333,4.469936,61.92411,25.748151,"Belgium->Finland: 46 punts"
"France","Finland",11,50,-72,"FR","FI",46.2276,2.2137,61.92411,25.748151,"France->Finland: 50 punts"
"Germany","Finland",18,82,1,"DE","FI",51.165691,10.451526,61.92411,25.748151,"Germany->Finland: 82 punts"
"Ireland","Finland",15,98,-31,"IE","FI",53.1424,-7.6921,61.92411,25.748151,"Ireland->Finland: 98 punts"
"Israel","Finland",19,91,-112,"IL","FI",31.046051,34.851612,61.92411,25.748151,"Israel->Finland: 91 punts"
"Italy","Finland",4,28,-127,"IT","FI",41.87194,12.56738,61.92411,25.748151,"Italy->Finland: 28 punts"
"Luxembourg","Finland",6,21,-34,"LU","FI",49.8153,6.1296,61.92411,25.748151,"Luxembourg->Finland: 21 punts"
"Malta","Finland",8,35,-20,"MT","FI",35.9375,14.3754,61.92411,25.748151,"Malta->Finland: 35 punts"
"Monaco","Finland",4,27,10,"MC","FI",43.7333,7.4167,61.92411,25.748151,"Monaco->Finland: 27 punts"
"Norway","Finland",22,147,-23,"NO","FI",60.472,8.4689,61.92411,25.748151,"Norway->Finland: 147 punts"
"Portugal","Finland",11,52,-30,"PT","FI",39.3999,-8.2245,61.92411,25.748151,"Portugal->Finland: 52 punts"
"Spain","Finland",19,85,5,"ES","FI",40.463667,-3.74922,61.92411,25.748151,"Spain->Finland: 85 punts"
"Sweden","Finland",26,179,-108,"SE","FI",60.128161,18.643501,61.92411,25.748151,"Sweden->Finland: 179 punts"
"Switzerland","Finland",17,87,-56,"CH","FI",46.8182,8.2275,61.92411,25.748151,"Switzerland->Finland: 87 punts"
"The Netherlands","Finland",12,48,-61,"NL","FI",52.1326,5.2913,61.92411,25.748151,"The Netherlands->Finland: 48 punts"
"Turkey","Finland",9,40,-15,"TR","FI",38.9637,35.2433,61.92411,25.748151,"Turkey->Finland: 40 punts"
"United Kingdom","Finland",14,84,-22,"GB","FI",55.3781,-3.436,61.92411,25.748151,"United Kingdom->Finland: 84 punts"
"Austria","Finland",8,37,-60,"AT","FI",47.5162,14.5501,61.92411,25.748151,"Austria->Finland: 37 punts"
"Greece","Finland",15,87,-7,"GR","FI",39.0742,21.8243,61.92411,25.748151,"Greece->Finland: 87 punts"
"Denmark","Finland",11,64,-45,"DK","FI",56.2639,9.5018,61.92411,25.748151,"Denmark->Finland: 64 punts"
"Morocco","Finland",0,0,0,"MA","FI",31.7917,-7.0926,61.92411,25.748151,"Morocco->Finland: 0 punts"
"Cyprus","Finland",10,44,-64,"CY","FI",35.1264,33.4299,61.92411,25.748151,"Cyprus->Finland: 44 punts"
"Iceland","Finland",25,164,-5,"IS","FI",64.9631,-19.0208,61.92411,25.748151,"Iceland->Finland: 164 punts"
"Bosnia & Herzegovina","Finland",5,20,-33,"BA","FI",43.9159,17.6791,61.92411,25.748151,"Bosnia & Herzegovina->Finland: 20 punts"
"Croatia","Finland",3,23,2,"HR","FI",45.1,15.2,61.92411,25.748151,"Croatia->Finland: 23 punts"
"Slovenia","Finland",6,31,-6,"SI","FI",46.1512,14.9955,61.92411,25.748151,"Slovenia->Finland: 31 punts"
"Estonia","Finland",21,168,-36,"EE","FI",58.5953,25.0136,61.92411,25.748151,"Estonia->Finland: 168 punts"
"Hungary","Finland",7,36,-78,"HU","FI",47.1625,19.5033,61.92411,25.748151,"Hungary->Finland: 36 punts"
"Lithuania","Finland",8,43,15,"LT","FI",55.1694,23.8813,61.92411,25.748151,"Lithuania->Finland: 43 punts"
"Poland","Finland",12,64,33,"PL","FI",51.9194,19.1451,61.92411,25.748151,"Poland->Finland: 64 punts"
"Romania","Finland",6,22,-8,"RO","FI",45.9432,24.9668,61.92411,25.748151,"Romania->Finland: 22 punts"
"Russia","Finland",5,35,-93,"RU","FI",61.52401,105.318756,61.92411,25.748151,"Russia->Finland: 35 punts"
"Slovakia","Finland",1,2,0,"SK","FI",48.669,19.699,61.92411,25.748151,"Slovakia->Finland: 2 punts"
"North Macedonia","Finland",8,34,25,"MK","FI",41.6086,21.7453,61.92411,25.748151,"North Macedonia->Finland: 34 punts"
"Latvia","Finland",8,45,6,"LV","FI",56.8796,24.6032,61.92411,25.748151,"Latvia->Finland: 45 punts"
"Ukraine","Finland",2,13,-30,"UA","FI",48.3794,31.1656,61.92411,25.748151,"Ukraine->Finland: 13 punts"
"Albania","Finland",5,22,-9,"AL","FI",41.1533,20.1683,61.92411,25.748151,"Albania->Finland: 22 punts"
"Andorra","Finland",7,49,44,"AD","FI",42.5063,1.5218,61.92411,25.748151,"Andorra->Finland: 49 punts"
"Belarus","Finland",6,27,13,"BY","FI",53.7098,27.9534,61.92411,25.748151,"Belarus->Finland: 27 punts"
"Bulgaria","Finland",5,17,-27,"BG","FI",42.7339,25.4858,61.92411,25.748151,"Bulgaria->Finland: 17 punts"
"Moldova","Finland",4,22,-11,"MD","FI",47.4116,28.3699,61.92411,25.748151,"Moldova->Finland: 22 punts"
"Armenia","Finland",2,14,-15,"AM","FI",40.0691,45.0382,61.92411,25.748151,"Armenia->Finland: 14 punts"
"Czech Republic","Finland",5,15,-27,"CZ","FI",49.8175,15.473,61.92411,25.748151,"Czech Republic->Finland: 15 punts"
"Georgia","Finland",1,1,-19,"GE","FI",42.3154,43.3569,61.92411,25.748151,"Georgia->Finland: 1 punts"
"Montenegro","Finland",2,5,2,"ME","FI",42.708678,19.37439,61.92411,25.748151,"Montenegro->Finland: 5 punts"
"Serbia","Finland",2,7,-32,"RS","FI",44.0165,21.0059,61.92411,25.748151,"Serbia->Finland: 7 punts"
"Azerbaijan","Finland",2,6,-18,"AZ","FI",40.1431,47.5769,61.92411,25.748151,"Azerbaijan->Finland: 6 punts"
"San Marino","Finland",4,17,9,"SM","FI",43.9424,12.4578,61.92411,25.748151,"San Marino->Finland: 17 punts"
"Australia","Finland",4,15,-59,"AU","FI",-25,133,61.92411,25.748151,"Australia->Finland: 15 punts"
"Belgium","France",25,156,-9,"BE","FR",50.8333,4.469936,46.2276,2.2137,"Belgium->France: 156 punts"
"Finland","France",25,122,72,"FI","FR",61.92411,25.748151,46.2276,2.2137,"Finland->France: 122 punts"
"Germany","France",18,119,3,"DE","FR",51.165691,10.451526,46.2276,2.2137,"Germany->France: 119 punts"
"Ireland","France",21,130,28,"IE","FR",53.1424,-7.6921,46.2276,2.2137,"Ireland->France: 130 punts"
"Israel","France",26,157,-90,"IL","FR",31.046051,34.851612,46.2276,2.2137,"Israel->France: 157 punts"
"Italy","France",19,122,-35,"IT","FR",41.87194,12.56738,46.2276,2.2137,"Italy->France: 122 punts"
"Luxembourg","France",12,89,33,"LU","FR",49.8153,6.1296,46.2276,2.2137,"Luxembourg->France: 89 punts"
"Malta","France",8,33,-35,"MT","FR",35.9375,14.3754,46.2276,2.2137,"Malta->France: 33 punts"
"Monaco","France",7,53,26,"MC","FR",43.7333,7.4167,46.2276,2.2137,"Monaco->France: 53 punts"
"Norway","France",28,143,69,"NO","FR",60.472,8.4689,46.2276,2.2137,"Norway->France: 143 punts"
"Portugal","France",25,130,-112,"PT","FR",39.3999,-8.2245,46.2276,2.2137,"Portugal->France: 130 punts"
"Spain","France",22,127,-23,"ES","FR",40.463667,-3.74922,46.2276,2.2137,"Spain->France: 127 punts"
"Sweden","France",25,120,-48,"SE","FR",60.128161,18.643501,46.2276,2.2137,"Sweden->France: 120 punts"
"Switzerland","France",26,156,58,"CH","FR",46.8182,8.2275,46.2276,2.2137,"Switzerland->France: 156 punts"
"The Netherlands","France",21,128,-33,"NL","FR",52.1326,5.2913,46.2276,2.2137,"The Netherlands->France: 128 punts"
"Turkey","France",12,38,-152,"TR","FR",38.9637,35.2433,46.2276,2.2137,"Turkey->France: 38 punts"
"United Kingdom","France",20,91,-61,"GB","FR",55.3781,-3.436,46.2276,2.2137,"United Kingdom->France: 91 punts"
"Austria","France",18,124,23,"AT","FR",47.5162,14.5501,46.2276,2.2137,"Austria->France: 124 punts"
"Greece","France",25,146,31,"GR","FR",39.0742,21.8243,46.2276,2.2137,"Greece->France: 146 punts"
"Denmark","France",16,70,-54,"DK","FR",56.2639,9.5018,46.2276,2.2137,"Denmark->France: 70 punts"
"Morocco","France",1,1,1,"MA","FR",31.7917,-7.0926,46.2276,2.2137,"Morocco->France: 1 punts"
"Cyprus","France",24,102,45,"CY","FR",35.1264,33.4299,46.2276,2.2137,"Cyprus->France: 102 punts"
"Iceland","France",18,103,35,"IS","FR",64.9631,-19.0208,46.2276,2.2137,"Iceland->France: 103 punts"
"Bosnia & Herzegovina","France",11,59,-12,"BA","FR",43.9159,17.6791,46.2276,2.2137,"Bosnia & Herzegovina->France: 59 punts"
"Croatia","France",10,48,14,"HR","FR",45.1,15.2,46.2276,2.2137,"Croatia->France: 48 punts"
"Slovenia","France",9,38,7,"SI","FR",46.1512,14.9955,46.2276,2.2137,"Slovenia->France: 38 punts"
"Estonia","France",12,50,-26,"EE","FR",58.5953,25.0136,46.2276,2.2137,"Estonia->France: 50 punts"
"Hungary","France",5,15,-53,"HU","FR",47.1625,19.5033,46.2276,2.2137,"Hungary->France: 15 punts"
"Lithuania","France",11,58,48,"LT","FR",55.1694,23.8813,46.2276,2.2137,"Lithuania->France: 58 punts"
"Poland","France",9,49,-28,"PL","FR",51.9194,19.1451,46.2276,2.2137,"Poland->France: 49 punts"
"Romania","France",4,15,-78,"RO","FR",45.9432,24.9668,46.2276,2.2137,"Romania->France: 15 punts"
"Russia","France",10,60,-11,"RU","FR",61.52401,105.318756,46.2276,2.2137,"Russia->France: 60 punts"
"Slovakia","France",0,0,-1,"SK","FR",48.669,19.699,46.2276,2.2137,"Slovakia->France: 0 punts"
"North Macedonia","France",5,15,0,"MK","FR",41.6086,21.7453,46.2276,2.2137,"North Macedonia->France: 15 punts"
"Latvia","France",7,31,3,"LV","FR",56.8796,24.6032,46.2276,2.2137,"Latvia->France: 31 punts"
"Ukraine","France",6,38,8,"UA","FR",48.3794,31.1656,46.2276,2.2137,"Ukraine->France: 38 punts"
"Albania","France",11,41,20,"AL","FR",41.1533,20.1683,46.2276,2.2137,"Albania->France: 41 punts"
"Andorra","France",5,26,26,"AD","FR",42.5063,1.5218,46.2276,2.2137,"Andorra->France: 26 punts"
"Belarus","France",2,11,-7,"BY","FR",53.7098,27.9534,46.2276,2.2137,"Belarus->France: 11 punts"
"Bulgaria","France",2,17,-52,"BG","FR",42.7339,25.4858,46.2276,2.2137,"Bulgaria->France: 17 punts"
"Moldova","France",3,13,-39,"MD","FR",47.4116,28.3699,46.2276,2.2137,"Moldova->France: 13 punts"
"Armenia","France",15,73,-69,"AM","FR",40.0691,45.0382,46.2276,2.2137,"Armenia->France: 73 punts"
"Czech Republic","France",2,7,-12,"CZ","FR",49.8175,15.473,46.2276,2.2137,"Czech Republic->France: 7 punts"
"Georgia","France",5,18,8,"GE","FR",42.3154,43.3569,46.2276,2.2137,"Georgia->France: 18 punts"
"Montenegro","France",5,12,5,"ME","FR",42.708678,19.37439,46.2276,2.2137,"Montenegro->France: 12 punts"
"Serbia","France",4,10,-93,"RS","FR",44.0165,21.0059,46.2276,2.2137,"Serbia->France: 10 punts"
"Azerbaijan","France",2,9,-39,"AZ","FR",40.1431,47.5769,46.2276,2.2137,"Azerbaijan->France: 9 punts"
"San Marino","France",3,12,7,"SM","FR",43.9424,12.4578,46.2276,2.2137,"San Marino->France: 12 punts"
"Australia","France",4,26,-36,"AU","FR",-25,133,46.2276,2.2137,"Australia->France: 26 punts"
"Belgium","Germany",23,141,27,"BE","DE",50.8333,4.469936,51.165691,10.451526,"Belgium->Germany: 141 punts"
"Finland","Germany",16,81,-1,"FI","DE",61.92411,25.748151,51.165691,10.451526,"Finland->Germany: 81 punts"
"France","Germany",18,116,-3,"FR","DE",46.2276,2.2137,51.165691,10.451526,"France->Germany: 116 punts"
"Ireland","Germany",28,148,-11,"IE","DE",53.1424,-7.6921,51.165691,10.451526,"Ireland->Germany: 148 punts"
"Israel","Germany",12,79,-104,"IL","DE",31.046051,34.851612,51.165691,10.451526,"Israel->Germany: 79 punts"
"Italy","Germany",15,86,-14,"IT","DE",41.87194,12.56738,51.165691,10.451526,"Italy->Germany: 86 punts"
"Luxembourg","Germany",11,67,25,"LU","DE",49.8153,6.1296,51.165691,10.451526,"Luxembourg->Germany: 67 punts"
"Malta","Germany",10,32,-58,"MT","DE",35.9375,14.3754,51.165691,10.451526,"Malta->Germany: 32 punts"
"Monaco","Germany",5,32,9,"MC","DE",43.7333,7.4167,51.165691,10.451526,"Monaco->Germany: 32 punts"
"Norway","Germany",19,102,-82,"NO","DE",60.472,8.4689,51.165691,10.451526,"Norway->Germany: 102 punts"
"Portugal","Germany",23,165,60,"PT","DE",39.3999,-8.2245,51.165691,10.451526,"Portugal->Germany: 165 punts"
"Spain","Germany",29,203,119,"ES","DE",40.463667,-3.74922,51.165691,10.451526,"Spain->Germany: 203 punts"
"Sweden","Germany",20,124,-110,"SE","DE",60.128161,18.643501,51.165691,10.451526,"Sweden->Germany: 124 punts"
"Switzerland","Germany",26,160,15,"CH","DE",46.8182,8.2275,51.165691,10.451526,"Switzerland->Germany: 160 punts"
"The Netherlands","Germany",25,149,-29,"NL","DE",52.1326,5.2913,51.165691,10.451526,"The Netherlands->Germany: 149 punts"
"Turkey","Germany",13,86,-122,"TR","DE",38.9637,35.2433,51.165691,10.451526,"Turkey->Germany: 86 punts"
"United Kingdom","Germany",27,147,-6,"GB","DE",55.3781,-3.436,51.165691,10.451526,"United Kingdom->Germany: 147 punts"
"Austria","Germany",23,129,17,"AT","DE",47.5162,14.5501,51.165691,10.451526,"Austria->Germany: 129 punts"
"Greece","Germany",10,36,-112,"GR","DE",39.0742,21.8243,51.165691,10.451526,"Greece->Germany: 36 punts"
"Denmark","Germany",28,191,43,"DK","DE",56.2639,9.5018,51.165691,10.451526,"Denmark->Germany: 191 punts"
"Morocco","Germany",1,10,10,"MA","DE",31.7917,-7.0926,51.165691,10.451526,"Morocco->Germany: 10 punts"
"Cyprus","Germany",9,55,-1,"CY","DE",35.1264,33.4299,51.165691,10.451526,"Cyprus->Germany: 55 punts"
"Iceland","Germany",13,75,0,"IS","DE",64.9631,-19.0208,51.165691,10.451526,"Iceland->Germany: 75 punts"
"Bosnia & Herzegovina","Germany",6,33,-46,"BA","DE",43.9159,17.6791,51.165691,10.451526,"Bosnia & Herzegovina->Germany: 33 punts"
"Croatia","Germany",10,35,-48,"HR","DE",45.1,15.2,51.165691,10.451526,"Croatia->Germany: 35 punts"
"Slovenia","Germany",8,42,11,"SI","DE",46.1512,14.9955,51.165691,10.451526,"Slovenia->Germany: 42 punts"
"Estonia","Germany",11,48,-3,"EE","DE",58.5953,25.0136,51.165691,10.451526,"Estonia->Germany: 48 punts"
"Hungary","Germany",4,24,-43,"HU","DE",47.1625,19.5033,51.165691,10.451526,"Hungary->Germany: 24 punts"
"Lithuania","Germany",8,32,13,"LT","DE",55.1694,23.8813,51.165691,10.451526,"Lithuania->Germany: 32 punts"
"Poland","Germany",10,64,-76,"PL","DE",51.9194,19.1451,51.165691,10.451526,"Poland->Germany: 64 punts"
"Romania","Germany",9,37,-22,"RO","DE",45.9432,24.9668,51.165691,10.451526,"Romania->Germany: 37 punts"
"Russia","Germany",7,38,-69,"RU","DE",61.52401,105.318756,51.165691,10.451526,"Russia->Germany: 38 punts"
"Slovakia","Germany",2,19,19,"SK","DE",48.669,19.699,51.165691,10.451526,"Slovakia->Germany: 19 punts"
"North Macedonia","Germany",2,11,-19,"MK","DE",41.6086,21.7453,51.165691,10.451526,"North Macedonia->Germany: 11 punts"
"Latvia","Germany",8,44,-18,"LV","DE",56.8796,24.6032,51.165691,10.451526,"Latvia->Germany: 44 punts"
"Ukraine","Germany",2,10,-35,"UA","DE",48.3794,31.1656,51.165691,10.451526,"Ukraine->Germany: 10 punts"
"Albania","Germany",10,49,18,"AL","DE",41.1533,20.1683,51.165691,10.451526,"Albania->Germany: 49 punts"
"Andorra","Germany",1,5,5,"AD","DE",42.5063,1.5218,51.165691,10.451526,"Andorra->Germany: 5 punts"
"Belarus","Germany",1,8,6,"BY","DE",53.7098,27.9534,51.165691,10.451526,"Belarus->Germany: 8 punts"
"Bulgaria","Germany",3,21,-43,"BG","DE",42.7339,25.4858,51.165691,10.451526,"Bulgaria->Germany: 21 punts"
"Moldova","Germany",3,10,-16,"MD","DE",47.4116,28.3699,51.165691,10.451526,"Moldova->Germany: 10 punts"
"Armenia","Germany",2,11,-48,"AM","DE",40.0691,45.0382,51.165691,10.451526,"Armenia->Germany: 11 punts"
"Czech Republic","Germany",1,3,-9,"CZ","DE",49.8175,15.473,51.165691,10.451526,"Czech Republic->Germany: 3 punts"
"Georgia","Germany",4,15,-9,"GE","DE",42.3154,43.3569,51.165691,10.451526,"Georgia->Germany: 15 punts"
"Montenegro","Germany",0,0,-2,"ME","DE",42.708678,19.37439,51.165691,10.451526,"Montenegro->Germany: 0 punts"
"Serbia","Germany",2,18,-52,"RS","DE",44.0165,21.0059,51.165691,10.451526,"Serbia->Germany: 18 punts"
"Azerbaijan","Germany",3,6,-14,"AZ","DE",40.1431,47.5769,51.165691,10.451526,"Azerbaijan->Germany: 6 punts"
"San Marino","Germany",2,14,13,"SM","DE",43.9424,12.4578,51.165691,10.451526,"San Marino->Germany: 14 punts"
"Australia","Germany",3,15,-62,"AU","DE",-25,133,51.165691,10.451526,"Australia->Germany: 15 punts"
"Belgium","Ireland",30,178,30,"BE","IE",50.8333,4.469936,53.1424,-7.6921,"Belgium->Ireland: 178 punts"
"Finland","Ireland",26,129,31,"FI","IE",61.92411,25.748151,53.1424,-7.6921,"Finland->Ireland: 129 punts"
"France","Ireland",22,102,-28,"FR","IE",46.2276,2.2137,53.1424,-7.6921,"France->Ireland: 102 punts"
"Germany","Ireland",28,159,11,"DE","IE",51.165691,10.451526,53.1424,-7.6921,"Germany->Ireland: 159 punts"
"Israel","Ireland",21,90,-56,"IL","IE",31.046051,34.851612,53.1424,-7.6921,"Israel->Ireland: 90 punts"
"Italy","Ireland",15,108,10,"IT","IE",41.87194,12.56738,53.1424,-7.6921,"Italy->Ireland: 108 punts"
"Luxembourg","Ireland",14,96,31,"LU","IE",49.8153,6.1296,53.1424,-7.6921,"Luxembourg->Ireland: 96 punts"
"Malta","Ireland",16,94,-13,"MT","IE",35.9375,14.3754,53.1424,-7.6921,"Malta->Ireland: 94 punts"
"Monaco","Ireland",4,31,14,"MC","IE",43.7333,7.4167,53.1424,-7.6921,"Monaco->Ireland: 31 punts"
"Norway","Ireland",33,179,-33,"NO","IE",60.472,8.4689,53.1424,-7.6921,"Norway->Ireland: 179 punts"
"Portugal","Ireland",24,128,88,"PT","IE",39.3999,-8.2245,53.1424,-7.6921,"Portugal->Ireland: 128 punts"
"Spain","Ireland",25,151,103,"ES","IE",40.463667,-3.74922,53.1424,-7.6921,"Spain->Ireland: 151 punts"
"Sweden","Ireland",30,223,0,"SE","IE",60.128161,18.643501,53.1424,-7.6921,"Sweden->Ireland: 223 punts"
"Switzerland","Ireland",30,197,54,"CH","IE",46.8182,8.2275,53.1424,-7.6921,"Switzerland->Ireland: 197 punts"
"The Netherlands","Ireland",25,150,-28,"NL","IE",52.1326,5.2913,53.1424,-7.6921,"The Netherlands->Ireland: 150 punts"
"Turkey","Ireland",22,124,100,"TR","IE",38.9637,35.2433,53.1424,-7.6921,"Turkey->Ireland: 124 punts"
"United Kingdom","Ireland",40,302,83,"GB","IE",55.3781,-3.436,53.1424,-7.6921,"United Kingdom->Ireland: 302 punts"
"Austria","Ireland",27,196,67,"AT","IE",47.5162,14.5501,53.1424,-7.6921,"Austria->Ireland: 196 punts"
"Greece","Ireland",14,108,47,"GR","IE",39.0742,21.8243,53.1424,-7.6921,"Greece->Ireland: 108 punts"
"Denmark","Ireland",30,187,-8,"DK","IE",56.2639,9.5018,53.1424,-7.6921,"Denmark->Ireland: 187 punts"
"Morocco","Ireland",0,0,0,"MA","IE",31.7917,-7.0926,53.1424,-7.6921,"Morocco->Ireland: 0 punts"
"Cyprus","Ireland",17,103,-2,"CY","IE",35.1264,33.4299,53.1424,-7.6921,"Cyprus->Ireland: 103 punts"
"Iceland","Ireland",16,82,19,"IS","IE",64.9631,-19.0208,53.1424,-7.6921,"Iceland->Ireland: 82 punts"
"Bosnia & Herzegovina","Ireland",9,54,30,"BA","IE",43.9159,17.6791,53.1424,-7.6921,"Bosnia & Herzegovina->Ireland: 54 punts"
"Croatia","Ireland",16,70,33,"HR","IE",45.1,15.2,53.1424,-7.6921,"Croatia->Ireland: 70 punts"
"Slovenia","Ireland",13,44,5,"SI","IE",46.1512,14.9955,53.1424,-7.6921,"Slovenia->Ireland: 44 punts"
"Estonia","Ireland",17,96,-25,"EE","IE",58.5953,25.0136,53.1424,-7.6921,"Estonia->Ireland: 96 punts"
"Hungary","Ireland",7,48,11,"HU","IE",47.1625,19.5033,53.1424,-7.6921,"Hungary->Ireland: 48 punts"
"Lithuania","Ireland",14,86,-108,"LT","IE",55.1694,23.8813,53.1424,-7.6921,"Lithuania->Ireland: 86 punts"
"Poland","Ireland",13,53,-40,"PL","IE",51.9194,19.1451,53.1424,-7.6921,"Poland->Ireland: 53 punts"
"Romania","Ireland",11,47,-63,"RO","IE",45.9432,24.9668,53.1424,-7.6921,"Romania->Ireland: 47 punts"
"Russia","Ireland",6,39,-64,"RU","IE",61.52401,105.318756,53.1424,-7.6921,"Russia->Ireland: 39 punts"
